temperature,rainfall,humidity
7.8,15.9,36
1.4,67.1,78
2.4,92.1,45
34.9,115.7,67
26.0,193.2,51
4.7,191.8,78
-0.8,11.5,47
13.8,52.6,94
24.5,93.7,61
6.9,17.6,54
37.1,19.8,75
4.2,189.2,41
38.1,158.0,85
21.6,128.8,60
7.1,62.0,92
23.0,29.0,92
15.2,57.3,44
3.1,176.3,28
34.6,193.4,62
24.6,156.5,74
5.2,162.4,86
3.5,151.0,56
8.1,68.1,27
-0.9,36.5,33
10.1,144.2,67
36.5,77.3,54
20.9,168.5,71
-7.3,100.0,85
-9.6,135.4,97
14.5,163.6,90
7.2,177.3,33
27.3,14.4,72
37.6,58.0,21
31.7,94.1,63
32.7,13.4,72
34.2,188.7,76
36.8,175.6,31
33.8,55.7,100
23.1,47.1,69
34.6,21.3,74
3.8,122.5,93
23.7,173.4,90
0.4,144.3,22
9.2,71.2,55
12.0,149.6,47
9.5,115.5,84
7.3,75.5,21
38.6,151.1,38
2.5,127.2,99
21.1,139.0,21
31.5,103.0,63
8.8,150.3,90
6.7,6.5,39
4.6,26.0,78
-3.8,184.6,99
19.0,147.0,88
31.0,67.2,61
31.7,182.3,92
14.1,125.7,96
28.0,56.6,78
22.6,25.0,33
32.2,22.1,48
3.3,34.2,50
28.7,167.3,75
5.3,137.6,83
26.9,167.1,73
15.5,192.4,76
11.3,181.4,94
-3.1,37.9,92
34.6,63.8,56
-0.1,114.8,81
38.7,5.3,21
24.9,149.1,66
27.1,57.6,43
29.4,19.5,57
-8.1,139.0,87
21.7,97.8,22
8.8,164.6,83
15.2,195.6,77
-4.2,40.3,61
7.2,156.3,26
8.9,45.6,29
29.3,149.4,76
11.4,164.8,81
18.5,7.1,80
19.6,66.7,57
25.1,129.7,22
6.1,161.4,98
-6.7,181.5,34
10.0,98.6,40
29.6,179.7,55
11.8,72.1,71
28.9,101.6,89
0.0,124.7,62
26.1,37.9,55
11.6,119.5,40
13.7,193.1,53
-7.1,60.7,27
19.3,2.4,55
-7.0,163.3,58
28.6,74.3,65
12.8,151.9,57
-3.9,173.2,70
5.5,46.7,30
26.2,77.5,93
9.7,152.8,57
-6.9,131.9,77
29.7,119.2,75
14.9,0.9,47
-5.3,76.6,21
-4.9,192.3,68
37.3,5.4,59
0.7,88.0,21
15.0,128.6,43
-1.6,18.0,54
6.6,55.0,51
4.2,8.7,59
13.8,154.5,29
-2.2,26.4,63
-0.6,162.8,63
33.9,83.0,54
10.6,90.1,50
25.2,138.2,67
22.6,20.5,52
21.7,111.1,82
-9.3,74.6,90
24.0,198.0,27
-9.3,176.2,80
34.6,5.1,32
21.7,9.2,58
-0.2,132.8,58
16.6,33.4,88
22.3,48.8,81
38.7,26.0,62
37.8,141.8,21
5.4,29.9,76
14.0,129.8,20
-4.9,189.1,22
22.7,93.7,30
28.3,20.0,38
2.0,141.9,39
-7.0,100.1,68
17.9,27.4,71
3.6,130.9,35
27.7,179.1,33
15.6,4.7,97
18.0,170.7,66
9.0,72.2,38
-9.7,56.0,37
29.2,161.9,27
22.1,30.8,29
36.4,155.7,99
20.5,171.3,40
-4.0,19.8,88
37.1,172.7,98
33.0,144.8,55
-5.6,93.4,75
24.4,142.0,67
32.7,102.8,78
3.3,50.6,75
10.3,43.2,99
2.8,88.6,98
-6.2,77.9,34
13.4,117.6,37
33.2,36.2,83
36.2,180.3,29
-2.7,30.0,75
-4.6,16.4,39
9.9,180.7,48
16.1,125.4,52
25.8,161.1,67
14.1,31.1,57
20.2,60.7,58
39.0,151.1,27
15.2,155.5,83
-8.8,134.0,100
-0.8,106.8,22
10.4,140.6,55
-3.5,30.6,86
-2.1,21.6,79
3.9,159.1,37
19.2,190.2,60
-1.0,45.9,54
36.9,110.1,66
10.9,120.6,34
29.3,119.1,44
14.0,128.8,93
34.8,150.6,21
1.3,189.9,50
-5.8,64.7,49
26.0,142.3,61
39.2,111.9,80
16.6,172.0,75
15.8,20.1,87
0.2,71.8,45
21.0,160.7,71
25.6,99.7,94
-2.3,174.0,64
22.5,132.0,54
30.6,37.7,30
16.8,173.8,86
33.3,75.5,45
26.5,59.5,90
-7.3,112.1,61
24.6,119.1,23
-5.7,71.4,98
-0.6,7.7,69
4.4,58.7,52
30.5,79.8,48
5.6,134.3,95
-2.4,187.5,93
15.9,196.0,66
28.8,59.1,39
34.1,51.0,70
-2.7,55.8,42
13.0,41.0,95
15.7,166.1,86
7.0,127.0,38
20.2,3.8,33
33.0,124.4,38
17.5,76.6,79
26.0,80.0,70
26.6,122.6,90
-7.9,26.9,51
19.5,131.4,99
29.6,91.0,82
8.7,38.6,88
22.4,16.8,64
9.5,168.2,41
22.0,158.2,46
11.8,34.7,67
-3.9,45.5,25
-8.5,89.4,41
-4.1,86.0,35
29.9,85.2,43
24.7,27.8,35
35.3,128.2,59
-8.3,158.6,51
1.2,101.1,30
-6.5,143.5,65
16.8,7.0,82
1.0,155.6,64
-6.5,80.3,77
15.8,131.9,100
6.3,189.4,76
22.7,80.0,41
20.0,192.4,36
-7.8,15.3,96
4.7,14.7,68
8.3,38.4,27
19.9,186.5,52
18.4,34.2,66
38.7,12.6,79
-9.1,59.9,24
31.4,161.9,71
22.4,94.8,38
7.8,73.9,95
-9.1,64.8,92
4.2,69.7,53
22.4,101.3,20
4.5,43.4,69
21.7,77.5,70
9.9,198.7,64
1.4,157.2,42
25.4,154.4,62
24.1,74.7,41
1.6,1.8,55
-3.6,18.4,69
26.5,191.5,43
-6.1,108.0,92
13.1,54.0,74
-5.1,69.6,51
22.6,136.9,31
16.9,11.8,62
-2.8,115.5,35
32.0,131.0,39
-9.1,183.9,82
28.1,49.1,66
2.6,34.3,71
10.2,3.7,56
-6.6,101.4,74
20.3,50.5,50
-2.5,18.4,79
27.4,151.9,93
25.3,55.3,95
8.3,136.0,81
21.4,50.0,63
17.1,5.6,98
0.4,86.3,80
26.7,119.5,84
-7.6,99.4,48
19.6,109.4,78
12.0,91.3,37
27.9,49.7,94
-8.9,87.9,32
1.2,70.1,76
14.0,26.4,85
-0.5,169.1,69
22.6,13.7,75
24.1,36.9,92
14.2,17.7,31
-8.9,128.9,60
20.7,10.7,23
33.5,27.7,56
16.0,9.8,76
-0.9,95.5,32
14.7,19.3,25
21.6,161.8,37
-7.9,1.7,60
-9.5,104.8,70
-9.4,191.7,52
23.2,72.9,48
25.6,196.8,78
2.7,155.4,44
-8.3,61.9,25
13.5,130.9,77
8.2,72.2,45
3.8,146.6,21
-6.3,165.8,51
8.4,43.8,99
26.4,127.9,39
32.7,107.6,64
11.2,83.0,67
26.6,180.4,43
-8.7,92.1,67
22.5,61.8,87
-5.6,121.5,100
30.4,166.0,35
15.1,157.7,35
-4.5,64.3,88
6.7,76.5,71
24.6,190.5,33
-9.1,72.1,48
-9.3,107.7,26
13.0,50.0,37
-1.1,41.6,36
37.9,158.6,36
0.1,63.5,72
33.1,114.6,40
28.5,102.2,98
37.6,118.7,50
10.4,147.4,94
-1.6,190.9,28
6.2,131.4,96
6.4,101.6,76
-9.4,126.0,41
22.6,180.0,99
8.4,107.3,93
20.8,174.8,53
-3.8,28.3,96
-0.9,175.0,78
37.7,90.4,28
36.9,194.4,83
25.0,6.9,90
12.2,79.1,71
9.4,118.6,96
39.2,28.4,54
29.7,87.9,64
15.6,117.5,55
14.3,124.9,49
35.2,168.8,79
31.5,36.0,80
6.3,53.3,70
16.6,95.5,50
29.6,20.9,85
26.2,176.6,30
36.6,72.7,85
35.7,159.1,24
0.2,63.9,52
14.8,3.8,96
28.3,147.6,47
0.6,172.1,78
-3.6,114.0,41
16.6,12.1,24
14.3,197.0,34
-8.8,62.2,43
12.7,78.2,77
-8.6,42.3,98
-3.1,169.1,66
37.9,170.9,62
-1.4,130.9,46
37.7,26.6,100
19.2,49.4,25
-1.5,199.6,77
7.8,59.4,89
15.5,176.7,62
31.1,87.7,22
8.2,29.4,28
3.0,191.1,46
35.7,188.2,48
16.5,27.9,55
27.7,58.2,79
30.0,85.0,64
26.8,25.4,38
1.4,145.8,69
-2.2,18.7,22
19.1,32.6,24
18.0,137.8,42
35.3,126.5,53
-3.7,94.4,57
1.4,102.8,32
39.4,140.6,74
-9.0,198.4,98
5.9,111.7,75
29.1,49.3,53
1.7,38.0,39
28.1,198.0,67
32.1,44.0,65
1.2,189.4,52
14.8,145.5,34
7.9,123.3,46
7.0,96.7,47
12.7,160.5,87
4.7,33.8,88
35.9,186.4,35
9.2,122.3,94
-6.9,127.2,63
3.0,73.9,55
19.1,90.7,93
10.8,55.0,21
-2.2,123.2,86
28.1,131.6,27
27.8,178.3,59
-3.5,97.1,54
38.1,128.1,73
35.1,157.0,92
7.8,22.9,100
37.7,158.4,67
-7.1,159.1,80
12.5,51.5,44
24.6,188.6,39
15.5,149.8,76
-1.1,190.3,78
29.3,96.9,21
3.4,59.1,83
16.1,196.1,26
7.6,4.5,28
30.8,51.4,57
5.5,187.3,86
25.6,182.4,67
8.0,137.3,24
6.0,9.3,87
1.9,173.4,88
27.1,131.2,54
10.3,73.2,38
26.0,56.0,68
-9.2,139.2,89
22.5,184.4,51
30.8,173.3,48
2.8,198.0,70
2.2,42.7,79
5.7,59.3,28
35.7,122.9,62
35.1,160.1,99
34.8,194.4,88
21.4,84.5,40
20.4,23.7,54
5.1,17.1,32
14.5,78.8,80
20.7,35.8,27
26.3,120.2,76
4.7,183.6,89
11.8,55.8,44
23.7,126.8,74
22.7,62.4,56
1.3,54.0,41
8.6,107.8,93
30.2,40.7,73
7.5,180.6,25
1.1,131.1,22
-1.2,89.7,28
-8.1,118.9,94
-7.1,16.3,77
-8.0,150.1,67
39.5,89.0,63
27.8,164.8,42
10.2,180.2,42
22.0,169.8,37
39.6,88.2,88
34.7,148.5,97
17.3,121.5,24
8.5,100.4,66
13.5,134.4,20
35.1,95.5,22
-6.7,160.3,33
33.1,141.2,87
10.1,1.1,95
1.5,196.6,57
4.3,147.3,100
23.4,76.0,30
-2.0,83.6,21
3.4,178.6,25
38.4,61.9,28
3.5,115.2,44
-1.1,82.5,56
22.2,168.4,21
-7.3,17.6,67
32.8,185.3,81
5.2,18.1,67
16.2,61.8,98
16.0,131.2,51
37.1,21.0,97
7.6,8.6,87
15.3,191.5,23
35.3,188.1,84
-8.9,191.8,24
15.8,28.9,50
9.8,93.0,91
27.5,179.7,93
14.7,5.9,81
-3.4,70.5,28
20.1,148.5,62
22.8,93.3,99
-8.5,127.3,20
37.0,149.3,49
-2.7,54.4,34
30.8,144.2,24
8.0,199.8,38
35.3,48.7,38
27.8,105.9,64
4.7,104.4,48
33.5,159.2,98
6.7,26.5,82
1.5,6.5,59
32.0,43.2,77
-6.0,39.8,68
-7.4,4.8,89
13.7,38.0,74
14.5,122.4,38
18.3,72.3,40
2.6,17.3,21
9.1,95.4,55
23.5,52.4,20
32.6,58.2,67
37.2,75.2,34
36.5,182.7,46
-1.2,177.1,74
-9.5,89.8,81
26.1,60.0,83
34.7,108.2,95
18.2,81.6,51
11.7,75.1,92
14.9,102.6,34
14.1,21.5,100
5.9,162.1,88
38.0,121.2,53
-8.0,48.3,77
15.1,144.4,76
20.7,167.7,64
21.0,27.3,63
-3.5,99.7,55
36.8,43.0,70
27.8,177.4,45
28.7,119.8,57
21.9,97.8,28
27.2,120.7,97
17.9,175.7,85
19.4,164.9,91
24.5,186.0,53
1.9,36.6,57
38.2,149.0,85
2.1,196.3,90
16.5,121.9,52
-9.6,32.0,95
11.9,117.2,36
3.8,13.6,42
-4.8,72.4,50
-2.4,21.9,27
5.1,82.1,81
30.1,44.4,71
27.0,118.6,23
4.7,24.4,75
9.4,42.5,51
28.5,156.5,26
11.2,20.0,76
-1.4,183.9,30
6.3,64.8,27
16.4,8.5,95
-9.6,142.0,92
33.5,108.6,71
4.6,101.2,94
5.4,123.8,25
26.1,81.5,93
32.4,139.3,55
25.4,111.4,64
25.0,110.3,68
5.0,149.1,29
18.4,9.6,67
23.0,145.0,37
-5.7,186.9,23
9.8,15.4,68
9.4,115.7,38
34.3,111.3,63
-5.3,78.3,54
24.8,52.2,23
-3.5,155.0,41
-3.0,47.7,56
9.8,30.1,24
4.1,83.6,97
3.9,185.3,79
-2.7,96.3,36
15.9,31.2,34
28.9,79.0,97
4.7,9.7,73
6.7,137.3,76
-3.4,126.4,48
8.7,24.7,59
18.5,184.2,59
30.5,108.1,50
2.6,70.5,58
19.5,39.7,77
19.8,120.4,68
5.4,53.9,23
9.8,26.8,66
11.4,68.2,67
-8.3,162.5,49
-4.0,42.7,56
-5.2,73.8,54
22.1,111.3,100
6.5,191.5,37
-3.6,49.7,78
6.9,178.8,53
17.9,68.6,22
-2.3,74.2,60
36.9,194.4,78
9.2,184.9,23
9.6,75.6,88
28.2,94.6,82
39.9,183.2,21
39.2,195.8,78
38.1,20.1,77
36.0,193.7,56
-3.2,133.3,60
0.1,52.5,61
30.1,91.4,72
6.8,21.7,43
12.4,88.1,84
16.6,156.1,72
32.2,41.4,97
21.6,164.2,88
39.7,41.1,78
34.4,189.4,84
37.9,56.1,59
22.2,46.6,73
-9.5,193.8,92
24.5,17.0,93
12.7,199.3,53
6.5,77.2,41
21.3,25.5,32
24.8,87.2,52
31.4,104.9,81
9.3,184.8,84
38.9,106.0,38
27.3,50.8,30
21.7,186.1,70
37.4,25.9,76
20.3,58.5,47
-7.8,163.3,31
-5.5,105.4,27
37.4,96.8,32
7.9,141.7,41
28.8,135.4,27
37.1,141.2,23
37.5,70.8,85
29.7,49.3,99
13.9,62.0,27
19.0,143.1,57
0.8,138.1,38
-4.6,71.5,94
3.7,45.5,76
8.3,13.3,98
14.4,55.1,28
22.3,200.0,97
15.0,145.3,85
12.7,17.8,72
27.9,143.7,43
2.3,96.1,74
39.4,163.1,37
34.4,140.3,22
1.0,11.3,82
0.1,109.5,47
16.1,82.7,89
9.2,147.1,57
32.8,165.9,43
24.1,66.1,63
1.0,191.7,69
8.1,184.0,81
-0.1,117.1,88
28.9,73.3,94
18.2,116.9,96
-6.3,187.0,43
30.0,62.4,44
1.4,129.0,68
22.9,29.8,48
23.7,14.5,98
1.8,162.2,92
32.1,161.8,95
-4.5,146.1,84
14.5,136.5,100
2.1,143.0,41
7.4,144.1,87
28.4,164.3,91
38.7,147.1,56
-2.9,10.3,56
-5.9,11.4,34
2.6,94.5,23
30.4,14.2,90
14.0,165.5,21
-6.0,122.1,83
31.3,26.9,96
22.5,74.7,98
5.8,61.7,67
27.7,196.2,29
8.2,53.8,23
4.3,133.4,92
29.7,98.2,85
12.0,49.1,45
11.1,169.4,77
19.0,155.1,24
13.0,107.1,53
4.4,147.0,88
-2.4,64.4,84
-2.9,127.2,69
26.6,50.1,30
26.3,84.1,75
39.1,87.9,28
31.4,23.5,34
2.8,74.1,50
32.0,163.8,46
24.8,24.5,95
37.0,140.4,79
32.0,6.6,87
16.4,176.0,60
18.4,5.8,50
22.1,11.2,86
25.2,166.1,36
1.6,13.5,74
37.2,11.7,42
-4.2,59.1,50
-7.1,105.6,50
-3.2,87.8,37
29.9,168.9,49
11.7,140.9,76
1.0,133.8,74
12.9,14.8,97
4.1,100.9,98
6.3,120.3,55
35.6,172.1,45
0.4,168.9,76
17.4,19.4,71
-4.2,60.3,43
31.1,178.1,74
19.6,183.2,73
1.6,49.0,72
39.5,9.6,53
14.4,93.1,70
22.2,99.8,49
31.4,179.7,41
-5.0,150.6,43
33.5,8.4,63
-8.3,157.6,72
-0.4,186.2,38
33.3,66.8,60
13.2,164.8,38
29.3,129.0,38
35.0,97.3,20
12.0,125.8,49
-5.7,71.4,55
30.6,43.2,70
2.3,57.9,91
-5.6,163.2,41
34.5,109.0,45
22.6,100.2,97
14.3,59.5,74
24.3,29.7,21
39.4,73.4,90
31.4,103.9,29
0.8,184.4,24
25.7,115.7,85
-5.0,193.7,94
27.4,100.6,97
0.2,180.5,60
27.0,135.2,91
26.4,89.1,58
39.5,23.2,80
-2.6,21.4,61
39.9,192.7,91
36.2,60.0,78
38.5,56.4,82
3.1,49.7,41
11.6,41.7,85
-4.4,114.2,28
30.7,5.1,98
2.7,47.5,98
-0.0,144.1,29
15.4,20.7,33
23.3,21.3,89
31.7,131.0,34
31.9,162.5,68
34.0,11.8,39
17.7,178.0,87
37.7,72.1,85
-4.4,97.3,22
16.3,76.7,84
26.0,113.4,49
38.6,54.9,48
31.8,146.5,33
11.2,25.9,96
37.8,139.6,99
24.3,165.1,20
8.7,112.2,41
38.3,26.6,61
33.0,9.3,86
-10.0,193.8,33
19.4,16.3,38
-1.6,3.4,65
8.7,93.3,58
29.5,111.2,100
35.2,144.2,65
-1.5,114.0,40
23.3,157.4,65
-7.2,175.8,33
33.2,102.5,55
3.5,130.8,60
12.2,144.4,58
23.0,17.3,26
15.1,157.7,37
11.5,104.2,42
38.7,107.5,80
35.3,88.0,41
39.2,61.3,44
1.4,120.5,20
21.1,37.1,35
-6.4,114.5,58
-9.1,60.5,78
29.6,178.4,26
11.4,83.1,25
39.1,166.4,93
17.4,27.2,69
25.0,44.0,49
15.8,182.2,84
15.6,158.9,20
24.2,118.0,70
12.3,47.2,91
22.3,101.9,23
27.8,136.8,58
0.4,35.3,95
10.0,60.6,35
39.8,26.5,33
38.3,53.0,57
18.3,8.6,78
-8.3,145.5,90
-7.6,111.0,25
-9.3,9.6,50
1.8,89.1,76
32.0,175.6,76
34.5,196.8,56
24.3,131.7,96
14.4,79.6,20
-7.1,37.3,88
-7.6,96.5,44
39.8,57.1,77
38.9,163.3,97
10.7,184.9,90
27.9,165.4,74
13.3,71.3,75
21.4,22.7,20
-5.1,80.9,79
35.0,46.0,57
39.0,137.8,60
37.1,57.9,97
6.5,55.5,52
28.2,109.3,20
7.4,11.9,80
1.6,199.5,79
0.9,174.9,88
39.6,45.5,79
22.5,2.9,36
13.6,127.8,60
35.2,8.4,35
13.0,199.5,63
-1.8,128.6,34
30.6,88.9,84
9.0,140.5,84
31.6,177.8,64
-9.7,185.3,87
12.4,175.1,98
-4.9,188.3,54
22.4,17.1,89
-2.9,105.2,35
11.0,130.4,58
2.5,56.2,74
25.1,14.4,26
-7.6,168.5,60
31.5,179.3,50
36.8,130.5,57
26.8,150.7,62
7.1,1.5,75
32.1,164.2,52
-9.1,114.4,20
5.7,147.6,40
26.8,164.9,91
-7.4,79.2,38
10.7,109.6,84
-5.4,183.6,21
28.3,16.7,71
-3.8,156.3,82
1.4,144.6,98
32.6,29.3,61
23.8,128.1,71
13.7,37.4,85
5.9,57.8,61
28.4,140.0,84
39.2,27.8,71
8.4,42.5,95
23.9,109.0,85
15.2,118.7,100
6.0,140.3,87
38.7,32.4,60
9.1,91.0,72
24.0,73.6,33
39.7,119.3,72
8.8,79.8,67
19.2,27.2,65
21.3,101.7,57
39.7,14.5,47
31.8,141.7,51
14.4,125.9,96
2.3,108.9,46
25.1,184.3,84
-6.9,86.2,40
0.2,183.7,49
17.6,134.0,99
22.1,161.9,81
33.7,127.4,78
17.1,120.0,34
39.9,87.8,84
26.8,50.7,24
-9.7,127.4,37
-6.3,27.6,93
23.2,198.6,81
19.2,0.6,64
18.0,156.0,82
36.9,1.2,55
21.7,153.3,93
3.2,45.8,46
32.3,157.1,62
23.3,37.9,88
35.7,107.2,54
18.6,85.1,28
27.6,155.4,25
6.1,87.5,22
9.3,127.4,40
30.3,77.6,36
-1.5,138.3,62
38.3,117.4,20
-8.8,15.0,80
-2.3,1.7,35
19.9,43.2,21
37.5,17.8,65
0.8,54.2,82
2.4,54.3,75
14.5,125.9,45
9.4,24.5,38
30.9,105.2,81
10.2,125.6,77
15.7,103.8,57
-6.5,140.2,39
9.0,126.1,97
10.1,50.1,40
25.1,48.8,65
29.6,114.1,94
20.7,94.7,52
25.6,134.7,81
24.0,124.9,84
19.1,125.5,61
2.3,111.2,69
2.0,177.6,87
36.6,79.0,74
40.0,69.5,98
39.5,156.0,75
4.8,121.7,43
-6.6,36.1,48
27.3,38.3,81
21.4,161.9,29
10.1,61.9,27
-8.8,6.1,72
14.0,151.9,63
3.8,0.5,54
4.4,88.6,81
-6.0,146.1,82
5.1,142.6,55
1.0,198.1,30
-1.0,160.2,83
39.3,157.0,46
15.0,94.6,40
-6.5,14.6,47
8.5,131.4,45
-8.1,11.2,55
13.2,32.9,74
25.9,29.7,77
18.9,74.6,51
1.9,18.1,68
37.5,174.3,51
19.5,143.6,41
18.3,31.9,49
-1.5,182.1,88
-1.3,178.5,100
25.1,80.4,44
38.9,0.2,71
18.8,99.1,21
-5.8,191.6,61
25.9,61.6,34
20.2,130.6,53
9.2,145.0,21
11.8,195.0,24
8.0,6.8,28
16.4,7.1,95
4.6,158.2,36
1.6,0.5,42
-5.3,65.3,60
0.3,61.6,44
9.3,116.5,68
30.9,73.7,32
5.5,79.3,92
12.3,83.2,75
21.8,32.8,60
37.2,153.6,37
33.6,65.0,74
27.5,40.7,86
1.5,41.6,39
5.5,119.7,48
4.3,53.0,37
-0.3,152.6,45
3.2,181.3,35
35.4,15.7,38
13.8,109.7,23
14.1,188.6,97
0.1,129.9,90
9.8,173.0,39
28.7,19.8,33
3.0,115.6,48
5.5,194.6,44
16.4,120.2,87
1.3,191.4,97
28.6,74.2,92
35.3,17.9,20
22.9,6.8,35
-7.9,65.2,47
12.6,58.0,26
8.3,179.3,38
14.5,33.2,71
38.9,66.4,92
14.6,22.9,64
36.1,46.1,63
37.5,58.8,69
0.1,37.1,90
-5.1,145.1,28
37.2,15.6,88
16.0,3.0,45
4.1,32.5,80
14.2,42.8,51
4.2,99.8,57
-8.1,124.5,35
-4.2,80.2,21
12.6,54.8,82
-3.7,110.1,34
-6.5,73.8,20
16.9,11.4,53
28.1,117.4,73
-5.7,19.6,47
0.2,103.9,42
4.6,15.7,59
-2.7,159.7,83
-1.8,133.0,65
-5.7,91.6,45
36.3,145.4,70
36.8,92.2,44
-2.4,41.2,54
3.2,170.5,94
2.0,171.4,68
24.9,24.0,55
17.4,73.9,81
1.9,4.4,44
24.8,28.3,54
-8.9,69.6,93
28.5,138.8,46
-7.3,104.4,63
39.6,122.0,98
-4.8,198.2,59
17.4,9.5,65
5.2,97.4,100
-4.6,101.5,79
37.9,49.0,79
19.0,171.3,88
20.0,119.1,72
25.4,37.4,82
9.4,150.2,70
31.8,111.5,64
19.9,122.6,71
24.7,191.5,47
-4.6,156.4,29
39.5,41.2,93
30.1,154.0,37
39.5,198.7,38
28.3,105.6,79
27.5,5.9,60
7.9,178.5,37
35.1,16.2,31
5.5,12.7,90
4.4,122.8,45
13.6,22.8,62
4.6,65.0,77
28.8,73.9,25
4.9,75.3,51
30.6,48.8,50
38.2,173.1,89
29.7,161.0,70
39.7,75.3,41
8.0,197.3,56
-1.0,130.5,82
-5.9,15.7,64
-9.5,136.8,74
2.8,151.6,96
11.2,83.1,94
30.4,126.9,34
-1.0,6.4,41
22.3,150.5,63
25.1,108.2,48
21.9,45.3,38
-1.3,3.9,52
29.7,7.0,88
-0.6,115.7,53
19.6,114.2,83
34.4,99.2,92
26.2,55.8,48
32.5,148.7,74
7.9,119.0,36
37.2,172.8,38
19.4,125.4,94
1.2,19.9,49
8.6,196.0,71
-9.5,192.4,44
-0.4,50.9,89
34.4,67.5,80
7.6,18.6,51
-8.6,178.3,31
18.0,52.1,55
16.7,197.3,93
18.1,73.3,37
38.9,99.2,100
26.9,75.3,47
37.1,22.8,51
29.7,87.2,26
6.3,165.8,58
21.8,87.3,51
33.1,143.7,60
36.2,15.8,31
26.4,91.8,66
25.6,90.1,35
28.3,149.7,48
19.2,72.3,27
18.5,194.8,54
35.2,82.9,50
1.7,9.3,39
0.8,165.7,45
1.2,98.6,30
26.3,44.1,25
23.4,148.6,43
34.4,159.4,47
10.8,104.4,80
8.4,148.9,70
17.2,53.1,38
8.3,41.1,33
17.3,176.9,69
-1.7,91.3,29
-8.1,8.9,60
15.3,38.1,63
32.8,109.4,86
-1.7,92.0,51
22.5,169.7,50
14.2,89.9,54
27.0,174.7,35
-6.3,63.0,79
26.9,56.8,83
-3.3,121.8,53
14.8,173.2,82
7.9,164.0,56
21.8,59.2,54
22.9,87.0,31
38.7,182.1,81
26.7,13.8,24
36.1,8.5,87
7.4,106.1,43
-0.0,180.3,76
15.0,158.5,97
9.2,191.9,21
28.9,136.4,75
9.0,8.3,86
6.6,3.7,60
15.6,133.6,94
34.5,58.7,65
-2.9,137.9,49
21.4,155.7,21
-5.0,76.3,38
15.6,197.2,83
36.3,154.2,50
23.4,159.5,39
17.0,137.4,85
34.0,3.3,34
11.4,171.7,78
14.7,20.9,49
14.1,133.0,53
-2.6,11.7,52
3.0,182.6,89
8.1,171.8,61
6.8,74.6,48
-4.8,84.8,70
27.0,31.4,32
27.2,187.0,27
-6.6,37.0,30
16.5,186.0,40
17.5,177.5,56
12.6,64.1,29
24.1,189.2,61
3.1,135.6,68
27.6,40.8,53
-8.5,129.1,57
9.9,131.3,32
-5.6,43.5,61
5.6,111.5,70
25.6,41.2,24
13.4,18.9,39
-6.6,24.5,95
21.9,134.4,77
6.3,72.4,50
35.0,76.5,97
6.6,15.5,76
29.2,78.3,28
22.0,130.3,61
18.9,142.7,49
31.7,159.6,78
22.0,170.3,73
-6.8,45.7,54
15.5,188.6,83
19.9,124.5,47
-5.7,111.6,77
18.8,19.2,59
26.8,18.6,28
-1.1,142.5,24
-9.3,113.1,38
2.2,174.6,54
-6.7,28.7,62
-1.5,60.9,37
34.3,135.4,42
22.2,3.2,60
18.6,104.0,58
29.0,199.2,43
9.1,144.2,50
-1.0,97.0,44
34.3,5.9,52
22.4,124.9,45
25.4,145.6,41
21.3,200.0,26
14.0,195.9,71
28.4,76.1,48
-5.6,77.6,60
12.7,75.1,54
16.6,142.4,65
17.0,34.4,45
21.0,111.8,44
32.8,110.2,28
27.9,102.3,62
6.9,149.1,68
10.8,191.5,20
-5.5,41.9,30
26.0,99.1,100
14.0,114.4,82
-3.2,170.6,57
27.2,5.6,25
38.1,148.4,26
14.4,152.6,78
36.3,123.9,35
25.0,69.7,94
33.1,154.4,89
12.1,40.8,34
31.9,114.2,95
16.5,11.1,95
16.9,115.5,73
24.8,154.4,41
34.3,51.3,84
39.6,143.8,66
20.4,86.4,73
2.4,52.3,100
0.5,36.6,77
15.1,124.3,64
-7.2,163.0,91
-0.9,87.6,58
8.9,48.5,63
28.1,45.8,63
34.7,45.9,47
19.7,138.8,96
19.4,86.1,73
15.2,62.1,73
27.3,103.5,56
37.9,74.4,22
5.0,70.4,49
28.0,5.3,51
24.1,176.1,91
-2.1,154.0,39
19.4,91.4,52
16.5,49.7,58
-0.1,42.2,44
13.1,130.4,70
32.9,8.1,91
5.8,27.4,25
26.6,116.8,100
30.4,182.5,76
-9.8,187.3,26
22.8,19.8,82
37.1,29.5,98
13.5,100.8,78
3.9,118.1,46
27.9,56.4,20
10.1,143.0,78
11.0,107.0,75
20.9,92.4,66
4.3,67.6,76
-9.1,154.3,73
24.1,161.7,73
16.5,35.9,54
32.8,135.8,36
26.7,163.7,74
21.6,179.0,98
0.4,142.6,39
11.2,189.5,90
-0.9,81.7,21
38.2,5.9,61
6.1,11.9,89
39.5,5.0,82
-1.2,109.3,56
27.9,182.2,88
35.9,194.8,49
17.3,157.2,78
32.2,27.6,100
5.0,108.4,74
-6.7,145.4,26
-9.4,100.8,69
34.9,79.5,96
17.3,38.7,88
15.8,126.1,31
0.7,100.2,55
21.1,190.1,97
24.1,174.2,53
29.6,27.3,48
26.9,199.6,95
13.9,13.2,79
30.2,164.3,65
33.2,51.3,67
32.1,17.2,21
29.1,164.2,25
17.6,44.3,37
-8.6,108.5,85
26.3,37.0,68
10.2,39.7,38
14.7,93.1,20
30.2,136.0,83
10.3,57.9,77
10.2,128.1,82
29.2,114.0,30
34.2,191.1,99
6.2,23.0,21
13.1,196.3,98
